material_description|purchase_requisition_number|line_type|commodity_code|cost_center|purchase_order_number|currency|vendor_number|purchasing_organization_description|supplier_name_l1|item_number_of_purchase_requisition|requisition_date|supplier_part_number
CMX C LeekSeek Compressed air repair project (Needs to be charged back to CMX C)|PR240778|Non-Catalog Item|Not Set|WHQ Environmental & Safety|Unclassified|USD|Not Set|Carrier Corporation|LEEKSEEK USA INC|1|09 Sep 2022|Not Set
CMX E Compressed air repair program with LeekSeek (PO NEEDS TO BE CHARGED BACK)|PR240781|Non-Catalog Item|Not Set|WHQ Environmental & Safety|Unclassified|USD|Not Set|Carrier Corporation|LEEKSEEK USA INC|1|09 Sep 2022|Not Set
Compressed air study for CMX A|PR240773|Non-Catalog Item|Not Set|WHQ Environmental & Safety|Unclassified|USD|Not Set|Carrier Corporation|LEEKSEEK USA INC|1|09 Sep 2022|Not Set
IMR Blanket PO Future testing and Data Results|PR240698|Non-Catalog Item|Not Set|WHQ Advanced Materials|Unclassified|USD|Not Set|Carrier Corporation|CURTISS WRIGHT CORPORATION METAL IMPROVEMENT COMPANY LLC DBA IMR TEST LABS ITHACA|1|09 Sep 2022|Not Set
LeekSeek compressed air repair for CMX D|PR240780|Non-Catalog Item|Not Set|WHQ Environmental & Safety|Unclassified|USD|Not Set|Carrier Corporation|LEEKSEEK USA INC|1|09 Sep 2022|Not Set
LeekSeek repair program for UTEC|PR240783|Non-Catalog Item|Not Set|WHQ Environmental & Safety|Unclassified|USD|Not Set|Carrier Corporation|LEEKSEEK USA INC|1|09 Sep 2022|Not Set
Test PR Line Item 3|PR24611|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|Not Set|Not Set|Not Set|3|09 Sep 2022|Not Set
Test PR Line Item 3|PR24612|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|Not Set|Not Set|Not Set|3|09 Sep 2022|Not Set
test PR|PR24611|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|Not Set|Not Set|Not Set|1|09 Sep 2022|Not Set
test PR|PR24612|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|Not Set|Not Set|Not Set|1|09 Sep 2022|Not Set
test PR_line 2|PR24611|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|Not Set|Not Set|Not Set|2|09 Sep 2022|Not Set
test PR_line 2|PR24612|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|Not Set|Not Set|Not Set|2|09 Sep 2022|Not Set
2022 Blanket PO for Wayne D. Enterprises - Uniforms;The first purchase order was 100% used.  I hired  4 new mechanics this year.|PR240837|Non-Catalog Item|Not Set|South Florida|Unclassified|USD|Not Set|Carrier Corporation|WAYNE D ENTERPRISES INC WAYNE ENTERPRISES INC|1|10 Sep 2022|Not Set
Test 07|PR24621|Non-Catalog Item|Not Set|ZE011001|Not Set|USD|1000026|Not Set|VMWARE INTERNATIONAL UNLIMITED COMP|1|12 Sep 2022|Not Set
test|PR24641|Non-Catalog Item|Not Set|ZE011000|Not Set|USD|1000026|Not Set|VMWARE INTERNATIONAL UNLIMITED COMP|1|12 Sep 2022|Not Set
INVOICE 7812814 - FREIGHT OUT - AUGUST 2022|PR240911|Non-Catalog Item|Not Set|MATERIAL COSTS|Unclassified|USD|40000211|Carrier Corporation|WHITEPATH FAB TECH INC|1|12 Sep 2022|Not Set
Whitepath (HMS) - Copper Surcharges - August 2022|PR240863|Non-Catalog Item|Not Set|MATERIAL COSTS|Unclassified|USD|40000211|Carrier Corporation|WHITEPATH FAB TECH INC|1|12 Sep 2022|Not Set
Logistics Support|PR240904|Non-Catalog Item|Not Set|WHQ LOGISTICS|Unclassified|USD|40001602|Carrier Corporation|ERNST AND YOUNG US LLP|1|12 Sep 2022|Not Set
ECI - Copper Surcharges - August 2022|PR240861|Non-Catalog Item|Not Set|MATERIAL COSTS|Unclassified|USD|40004395|Carrier Corporation|ELECTRICAL COMPONENTS INTERNATIONAL INC|1|12 Sep 2022|Not Set
Canadian Benefit Specialst|PR240955|Non-Catalog Item|Not Set|WHQ GLOBAL COMPENSATION|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|12 Sep 2022|Not Set
Lockard, John|PR205117-V4|Non-Catalog Item|Not Set|A90 HIGH EFFICIENCY FURNACES-INDY|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|12 Sep 2022|Not Set
Weaver, Samuel|PR240938|Non-Catalog Item|Not Set|Plant Management - Athens|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|12 Sep 2022|Not Set
Heritage Interactive - SWTP Waste & Industrial Services|PR240932|Non-Catalog Item|Not Set|Environmental Remediation-ADM- 850A HVAC|Unclassified|USD|40017161|Carrier Corporation|HERITAGE INTERACTIVE SERVICES INC HERITAGE INTERACTIVE SERVICES LLC|1|12 Sep 2022|Not Set
Allow service organization to request from SMAX the following:;Sales orders for parts for all service order types such as Parts, Quoted Repair, PM.,;Enable the request and automatic creation of part purchases in SAP to support part request, ;Enable materials from ERP to feed from SAP to Salesforce and into the price book, with quantity ;on hand and lead times ;Enable ability to confirm parts in addition to providing visibility to order acknowledgement, goods ;issues and shipping tracking if inte|PR240916|Non-Catalog Item|Not Set|DT- Customer Experience COE|Unclassified|USD|Not Set|Carrier Corporation|ACCENTURE INTERNATIONAL LIMITED GRAND CANAL HARBOUR|1|12 Sep 2022|Not Set
Cprime - 2022 Agile Training Courses|PR216260-V3|Non-Catalog Item|Not Set|DT- Digital Operations|Unclassified|USD|Not Set|Carrier Corporation|CPRIME INC|1|12 Sep 2022|Not Set
Dongle Parts modification|PR240887|Non-Catalog Item|Not Set|(COM HVAC)|Unclassified|USD|Not Set|Carrier Corporation|KISCHER MOULD TECHNOLOGY LIMITED ZHONGXIN ROAD BAOAN DISTRICT|1|12 Sep 2022|Not Set
Masterforce® 72 x 24 Workbench|PR240733-V3|Non-Catalog Item|Not Set|WHQ Advanced Materials|Unclassified|USD|Not Set|Carrier Corporation|WESCO INTEGRATED SUPPLY INC|1|12 Sep 2022|Not Set
Microsoft July invoice|PR240764|Non-Catalog Item|Not Set|DT- Infra- Hosting|Unclassified|USD|Not Set|Carrier Corporation|MICROSOFT CORPORATION|1|12 Sep 2022|Not Set
Nspired Tech Solutions, Sameen - SOW/Contract Continuation|PR240894|Non-Catalog Item|Not Set|DT- COE Enablement|Unclassified|USD|Not Set|Carrier Corporation|BRADLEY N MACLEAN NSPIRED TECH SOLUTIONS|1|12 Sep 2022|Not Set
Quote: 12872708;Qty Product (Part #) Unit Price Ext. Price;1 Robust Control Toolbox (RC) ;1 Simulink Test (SZ)|PR240901|Non-Catalog Item|Not Set|MODEL BASED METHODS & TOOLS|Unclassified|USD|Not Set|Carrier Corporation|Mathworks Inc.|1|12 Sep 2022|Not Set
Shipping|PR240733-V3|Non-Catalog Item|Not Set|WHQ Advanced Materials|Unclassified|USD|Not Set|Carrier Corporation|WESCO INTEGRATED SUPPLY INC|3|12 Sep 2022|Not Set
Tool Shop® 45 x 24 Workbench|PR240733-V3|Non-Catalog Item|Not Set|WHQ Advanced Materials|Unclassified|USD|Not Set|Carrier Corporation|WESCO INTEGRATED SUPPLY INC|2|12 Sep 2022|Not Set
4YR Repair Coverage|PR239987|Non-Catalog Item|Not Set|Utah|Unclassified|USD|40000176|Carrier Corporation|WW GRAINGER INC GRAINGER|2|13 Sep 2022|Not Set
Electic Pipe Cutter|PR239987|Non-Catalog Item|Not Set|Utah|Unclassified|USD|40000176|Carrier Corporation|WW GRAINGER INC GRAINGER|1|13 Sep 2022|Not Set
JDE Resources for Container CRM/CPQ Program|PR233498-V2|Non-Catalog Item|Not Set|DT- Customer Experience COE|Unclassified|USD|40002087|Carrier Corporation|LARSEN AND TOUBRO INFOTECH LIMITED EDISON SQUARE WEST|1|13 Sep 2022|Not Set
Embedded Software Engineer|PR241114|Non-Catalog Item|Not Set|Electronic Engineering|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|2|13 Sep 2022|Not Set
Group Manager|PR241114|Non-Catalog Item|Not Set|Electronic Engineering|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|4|13 Sep 2022|Not Set
Hicks, Amy|PR241069|Non-Catalog Item|Not Set|Plant Management - Athens|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|13 Sep 2022|Not Set
Lawson, Gilbert|PR237952-V2|Non-Catalog Item|Not Set|DT- Infra- Workplace Services|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|13 Sep 2022|Not Set
Moseley, Mary|PR205631-V4|Non-Catalog Item|Not Set|RCG Customer Service|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|13 Sep 2022|Not Set
Project Manager|PR241114|Non-Catalog Item|Not Set|Electronic Engineering|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|3|13 Sep 2022|Not Set
Senior Embedded Software Engineer|PR241114|Non-Catalog Item|Not Set|Electronic Engineering|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|13 Sep 2022|Not Set
Snape Sr. , Karl Earl|PR241101|Non-Catalog Item|Not Set|Connecticut|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|13 Sep 2022|Not Set
THRONE, JOHN|PR177559-V11|Non-Catalog Item|Not Set|Plant Management - Athens|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|13 Sep 2022|Not Set
Wise, Shelia|PR241067|Non-Catalog Item|Not Set|Plant Management - Athens|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|13 Sep 2022|Not Set
2022 Nspired SOW  Jira administration and support services (Sameen)|PR241023|Non-Catalog Item|Not Set|DT- COE Enablement|Unclassified|USD|Not Set|Carrier Corporation|BRADLEY N MACLEAN NSPIRED TECH SOLUTIONS|1|13 Sep 2022|Not Set
38APMMSAAA-A02-HS|PR241005|Non-Catalog Item|Not Set|CONTROL BOX ENGINEER|Unclassified|USD|Not Set|Carrier Corporation|M AND S INDUSTRIAL METAL FABRICATORS INC|2|13 Sep 2022|Not Set
38APMMSAAA-A10-HS|PR241005|Non-Catalog Item|Not Set|CONTROL BOX ENGINEER|Unclassified|USD|Not Set|Carrier Corporation|M AND S INDUSTRIAL METAL FABRICATORS INC|1|13 Sep 2022|Not Set
38APMMSAAA-A22-HS|PR241005|Non-Catalog Item|Not Set|CONTROL BOX ENGINEER|Unclassified|USD|Not Set|Carrier Corporation|M AND S INDUSTRIAL METAL FABRICATORS INC|3|13 Sep 2022|Not Set
38APMMSAAA-A30-HS|PR241005|Non-Catalog Item|Not Set|CONTROL BOX ENGINEER|Unclassified|USD|Not Set|Carrier Corporation|M AND S INDUSTRIAL METAL FABRICATORS INC|5|13 Sep 2022|Not Set
38APSLCAFA-A02|PR241005|Non-Catalog Item|Not Set|CONTROL BOX ENGINEER|Unclassified|USD|Not Set|Carrier Corporation|M AND S INDUSTRIAL METAL FABRICATORS INC|4|13 Sep 2022|Not Set
Archilogic Pro-Plan Subscription (Volume Based) year 1 fee mins credit|PR241000|Non-Catalog Item|Not Set|DT-Product Software-R&D|Unclassified|USD|Not Set|Carrier Corporation|ARCHILOGIC AG|1|13 Sep 2022|Not Set
DOAS-1 RF;ACH580-BDR-014A-4+2G405+M603;10HP|PR241078|Non-Catalog Item|Not Set|CMX SAP NON-IT|Unclassified|USD|Not Set|Carrier Corporation|ABB INC|2|13 Sep 2022|Not Set
DOAS-1 SF;ACH580-BDR-023A-4+3G405+M603;15HP|PR241078|Non-Catalog Item|Not Set|CMX SAP NON-IT|Unclassified|USD|Not Set|Carrier Corporation|ABB INC|1|13 Sep 2022|Not Set
Description: 3502-1xx Programmer Fixture;Duplicate Fixture Quoted Price with UTC Saving 3563|PR241057|Non-Catalog Item|Not Set|FACTORY F & G|Unclassified|USD|Not Set|Carrier Corporation|CIRCUIT CHECK INC CCI|2|13 Sep 2022|Not Set
Description: 3502-1xx Programmer Fixture;First Fixture Price with UT Savings of 3563|PR241057|Non-Catalog Item|Not Set|FACTORY F & G|Unclassified|USD|Not Set|Carrier Corporation|CIRCUIT CHECK INC CCI|1|13 Sep 2022|Not Set
EST1012-HFA-R2 Embossing tools for the aluminum lines on re-used arbors.|PR240157|Non-Catalog Item|Not Set|RES VIRTUS-Aluminum|Unclassified|USD|Not Set|Carrier Corporation|FUJI DIE CO LTD|1|13 Sep 2022|Not Set
Initial Model orders (Amazon) + additional Model orders|PR241000|Non-Catalog Item|Not Set|DT-Product Software-R&D|Unclassified|USD|Not Set|Carrier Corporation|ARCHILOGIC AG|2|13 Sep 2022|Not Set
ML5 functional test fixture and RF2019 test system import cost September 2022|PR241095|Non-Catalog Item|Not Set|SOURCING|Unclassified|USD|Not Set|Carrier Corporation|WKK TECHNOLOGY LTD CHAK STREET|1|13 Sep 2022|Not Set
Smartsheet Software License|PR241116|Non-Catalog Item|Not Set|QUALITY CONTROL - INDY|Unclassified|USD|Not Set|Carrier Corporation|INSIGHT GLOBAL LLC SUITE 580|1|13 Sep 2022|Not Set
zScaler resource - PM|PR238398|Non-Catalog Item|Not Set|DT- Cyber Security- Enterprise|Unclassified|USD|Not Set|Carrier Corporation|AUSTIN CSI LLC AUSTINCSI|1|13 Sep 2022|Not Set
2004151173 Bracket|PR241124|Non-Catalog Item|Not Set|RCS CLT CHILL-APPD ENG|Unclassified|USD|40000139|Carrier Corporation|MODACAM INC|1|14 Sep 2022|Not Set
2004151174 Bracket|PR241124|Non-Catalog Item|Not Set|RCS CLT CHILL-APPD ENG|Unclassified|USD|40000139|Carrier Corporation|MODACAM INC|2|14 Sep 2022|Not Set
2004151176 Bracket|PR241124|Non-Catalog Item|Not Set|RCS CLT CHILL-APPD ENG|Unclassified|USD|40000139|Carrier Corporation|MODACAM INC|3|14 Sep 2022|Not Set
2004151178 Bracket|PR241124|Non-Catalog Item|Not Set|RCS CLT CHILL-APPD ENG|Unclassified|USD|40000139|Carrier Corporation|MODACAM INC|4|14 Sep 2022|Not Set
2004151179 Bracket|PR241124|Non-Catalog Item|Not Set|RCS CLT CHILL-APPD ENG|Unclassified|USD|40000139|Carrier Corporation|MODACAM INC|5|14 Sep 2022|Not Set
2004151180 BrackeT|PR241124|Non-Catalog Item|Not Set|RCS CLT CHILL-APPD ENG|Unclassified|USD|40000139|Carrier Corporation|MODACAM INC|6|14 Sep 2022|Not Set
2004174451 Bracket|PR241124|Non-Catalog Item|Not Set|RCS CLT CHILL-APPD ENG|Unclassified|USD|40000139|Carrier Corporation|MODACAM INC|7|14 Sep 2022|Not Set
2004174452 Bracket|PR241124|Non-Catalog Item|Not Set|RCS CLT CHILL-APPD ENG|Unclassified|USD|40000139|Carrier Corporation|MODACAM INC|8|14 Sep 2022|Not Set
2004174453 Bracket|PR241124|Non-Catalog Item|Not Set|RCS CLT CHILL-APPD ENG|Unclassified|USD|40000139|Carrier Corporation|MODACAM INC|9|14 Sep 2022|Not Set
2004174454 Bracket|PR241124|Non-Catalog Item|Not Set|RCS CLT CHILL-APPD ENG|Unclassified|USD|40000139|Carrier Corporation|MODACAM INC|10|14 Sep 2022|Not Set
2004174456 Bracket|PR241124|Non-Catalog Item|Not Set|RCS CLT CHILL-APPD ENG|Unclassified|USD|40000139|Carrier Corporation|MODACAM INC|11|14 Sep 2022|Not Set
2004174457 Plate, Foot|PR241124|Non-Catalog Item|Not Set|RCS CLT CHILL-APPD ENG|Unclassified|USD|40000139|Carrier Corporation|MODACAM INC|12|14 Sep 2022|Not Set
2004174460 Bracket|PR241124|Non-Catalog Item|Not Set|RCS CLT CHILL-APPD ENG|Unclassified|USD|40000139|Carrier Corporation|MODACAM INC|13|14 Sep 2022|Not Set
2004174467 Bracket|PR241124|Non-Catalog Item|Not Set|RCS CLT CHILL-APPD ENG|Unclassified|USD|40000139|Carrier Corporation|MODACAM INC|14|14 Sep 2022|Not Set
2004174468 Bracket|PR241124|Non-Catalog Item|Not Set|RCS CLT CHILL-APPD ENG|Unclassified|USD|40000139|Carrier Corporation|MODACAM INC|15|14 Sep 2022|Not Set
0.500 x 0.028 x 10' L copper tubing|PR241206|Non-Catalog Item|Not Set|RCS ENG-INDIANAPOLIS LABS|Unclassified|USD|40000917|Carrier Corporation|AMERICAN TUBING ARKANSAS LLC|2|14 Sep 2022|Not Set
0.75 x 0.035 x 10' L copper tubing|PR241206|Non-Catalog Item|Not Set|RCS ENG-INDIANAPOLIS LABS|Unclassified|USD|40000917|Carrier Corporation|AMERICAN TUBING ARKANSAS LLC|1|14 Sep 2022|Not Set
Squish Floating Execution Subscription|PR241122|Non-Catalog Item|Not Set|WHQ CONTROLS ENGINEERING|Unclassified|USD|40014931|Carrier Corporation|THE QT COMPANY|4|14 Sep 2022|Not Set
Squish Floating Tester Cross-Compilation;Add-on|PR241122|Non-Catalog Item|Not Set|WHQ CONTROLS ENGINEERING|Unclassified|USD|40014931|Carrier Corporation|THE QT COMPANY|3|14 Sep 2022|Not Set
Squish Floating Tester Subscription|PR241122|Non-Catalog Item|Not Set|WHQ CONTROLS ENGINEERING|Unclassified|USD|40014931|Carrier Corporation|THE QT COMPANY|1|14 Sep 2022|Not Set
Test Center User Subscription|PR241122|Non-Catalog Item|Not Set|WHQ CONTROLS ENGINEERING|Unclassified|USD|40014931|Carrier Corporation|THE QT COMPANY|2|14 Sep 2022|Not Set
Banda , Sergio|PR241204|Non-Catalog Item|Not Set|CTD Manufacturing|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|14 Sep 2022|Not Set
DevOps Automation|PR241232|Non-Catalog Item|Not Set|RCS CNTRLS ENG|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|14 Sep 2022|Not Set
Material Productivity Project - Mechanical|PR241148|Non-Catalog Item|Not Set|T/T Product Engineering|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|14 Sep 2022|Not Set
Material Productivity Project - Mechanical|PR241148|Non-Catalog Item|Not Set|T/T Product Engineering|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|10|14 Sep 2022|Not Set
Material Productivity Project - Mechanical|PR241148|Non-Catalog Item|Not Set|T/T Product Engineering|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|11|14 Sep 2022|Not Set
Material Productivity Project - Mechanical|PR241148|Non-Catalog Item|Not Set|T/T Product Engineering|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|12|14 Sep 2022|Not Set
Material Productivity Project - Mechanical|PR241148|Non-Catalog Item|Not Set|T/T Product Engineering|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|2|14 Sep 2022|Not Set
Material Productivity Project - Mechanical|PR241148|Non-Catalog Item|Not Set|T/T Product Engineering|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|3|14 Sep 2022|Not Set
Material Productivity Project - Mechanical|PR241148|Non-Catalog Item|Not Set|T/T Product Engineering|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|4|14 Sep 2022|Not Set
Material Productivity Project - Mechanical|PR241148|Non-Catalog Item|Not Set|T/T Product Engineering|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|5|14 Sep 2022|Not Set
Material Productivity Project - Mechanical|PR241148|Non-Catalog Item|Not Set|T/T Product Engineering|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|6|14 Sep 2022|Not Set
Material Productivity Project - Mechanical|PR241148|Non-Catalog Item|Not Set|T/T Product Engineering|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|7|14 Sep 2022|Not Set
Material Productivity Project - Mechanical|PR241148|Non-Catalog Item|Not Set|T/T Product Engineering|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|8|14 Sep 2022|Not Set
Material Productivity Project - Mechanical|PR241148|Non-Catalog Item|Not Set|T/T Product Engineering|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|9|14 Sep 2022|Not Set
Mihnovets, Peter|PR210256-V6|Non-Catalog Item|Not Set|CML Vendor Spend|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|14 Sep 2022|Not Set
Month 1 (2022-09-24)|PR240018-V2|Non-Catalog Item|Not Set|CML CHILLER DESIGN SERVICES|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|2|14 Sep 2022|Not Set
Month 2 (2022-10-29)|PR240018-V2|Non-Catalog Item|Not Set|CML CHILLER DESIGN SERVICES|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|3|14 Sep 2022|Not Set
Month 3 (2022-11-26)|PR240018-V2|Non-Catalog Item|Not Set|CML CHILLER DESIGN SERVICES|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|4|14 Sep 2022|Not Set
Month 4 (2022-12-31)|PR240018-V2|Non-Catalog Item|Not Set|CML CHILLER DESIGN SERVICES|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|14 Sep 2022|Not Set
T&M|PR240018-V2|Non-Catalog Item|Not Set|CML CHILLER DESIGN SERVICES|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|5|14 Sep 2022|Not Set
T&M|PR241167|Non-Catalog Item|Not Set|Plant Management - Athens|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|14 Sep 2022|Not Set
3/4 ANTISTATIC HOSE|PR241227|Non-Catalog Item|Not Set|Paint - Athens|Unclassified|USD|Not Set|Carrier Corporation|PARKER ENGINEERING OF AMERICA COMPANY LTD PARKER IONICS|1|14 Sep 2022|Not Set
ATEK - machine wiring services|PR241176|Non-Catalog Item|Not Set|RES VIRTUS-Aluminum|Unclassified|USD|Not Set|Carrier Corporation|ATEK ELECTRIC LLC DBA ATEK ELECTRIC AND MECHANICAL|1|14 Sep 2022|Not Set
Carrier Corporation - 52 users GitKraken Client;Teams plan - 2022/2023 Renewal|PR241140|Non-Catalog Item|Not Set|RCS CNTRLS ENG|Unclassified|USD|Not Set|Carrier Corporation|AXOSOFT LLC GITKRAKEN|1|14 Sep 2022|Not Set
Energy Advisory Services for European Sites|PR241220|Non-Catalog Item|Not Set|WHQ Environmental & Safety|Unclassified|USD|Not Set|Carrier Corporation|ENEL X UK LIMITED|1|14 Sep 2022|Not Set
Engineering Express quotes 10408, 10409, 10410|PR241233|Non-Catalog Item|Not Set|RES COOLING|Unclassified|USD|Not Set|Carrier Corporation|ENGINEERING EXPRESS INC|1|14 Sep 2022|Not Set
PROPAC STORAGE FEES AUG 2022|PR241205|Non-Catalog Item|Not Set|CHARLOTTE-PURCHASING|Unclassified|USD|Not Set|Carrier Corporation|PRO PAC INTERNATIONAL INC|1|14 Sep 2022|Not Set
Project number: UTC4758V2;Project Name: Enclosure Design;2 - Mech Enclosure Design & ALPHA Protos|PR241146|Non-Catalog Item|Not Set|(RES HVAC)|Unclassified|USD|Not Set|Carrier Corporation|SUNDBERG FERAR INC|1|14 Sep 2022|Not Set
Project number: UTC4758V2;Project Name: Enclosure Design;Project Expenses|PR241146|Non-Catalog Item|Not Set|(RES HVAC)|Unclassified|USD|Not Set|Carrier Corporation|SUNDBERG FERAR INC|2|14 Sep 2022|Not Set
Recruiting for Finance Process Architect|PR241223|Non-Catalog Item|Not Set|CENTRAL FINANCE|Unclassified|USD|Not Set|Carrier Corporation|SOURCING CHANGE LLC|1|14 Sep 2022|Not Set
automation programming NOT TO EXCEED $80,000 USD|PR240957|Non-Catalog Item|Not Set|RES VIRTUS-Aluminum|Unclassified|USD|Not Set|Carrier Corporation|THE EOSYS GROUP INC|1|14 Sep 2022|Not Set
Test PR Line Item 3|PR24677|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|3|15 Sep 2022|Not Set
test PR|PR24677|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|1|15 Sep 2022|Not Set
test PR_line 2|PR24677|Non-Catalog Item|Not Set|ZF103006|Not Set|USD|1000080|Not Set|Samsung|2|15 Sep 2022|Not Set
Howard, Vera|PR226731-V2|Non-Catalog Item|Not Set|DT- Digital Operations|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|15 Sep 2022|Not Set
Mechanical design support for PIC6, PIC6.1, Rooftop IOBs|PR241252|Non-Catalog Item|Not Set|(RES HVAC)|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|1|15 Sep 2022|Not Set
Mechanical design support for PIC6, PIC6.1, Rooftop IOBs|PR241252|Non-Catalog Item|Not Set|(RES HVAC)|Unclassified|USD|40015664|Carrier Corporation|Volt Consulting Grp|10|15 Sep 2022|Not Set
